ChannelName,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,is_safety_related,compound_score,sentiment
11Alive,It only takes a second to share. Atlanta Police need help finding missing siblings11-year-old Kali Daniel and 12-year-old Carmelo Daniel.,2025-02-09T03:41:37.000Z,27471.0,37640.0,5951.0,0.0,True,0.4019,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/bSEzueFYf2,2025-02-08T15:45:17.000Z,0.0,0.0,0.0,20.0,True,0.4877,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/kZn3az8h8v,2025-02-08T15:45:17.000Z,0.0,0.0,0.0,43.0,True,0.4877,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/TvcVTKBKmP,2025-02-07T15:45:18.000Z,1.0,0.0,0.0,13.0,True,0.4877,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/YF81rIettP,2025-02-07T15:45:18.000Z,0.0,0.0,0.0,24.0,True,0.4877,positive
Jared Randall Democrat for Congress  non-establishment ,"Fully Fund Tarc buses city and state leaders in the 2025 budget!!  
And Louisville is defunding ALL public transportation sadly cut 22 Tarc Louisville buses services June 30th, 2024, and 11 more January 2025 because our city and state leaders choose 2 bridges over the Louisville T2 Light Rail idea    https://brokensidewalk.com/2011/a-quick-look-back-at-light-rail-in-louisville/ so we can build 2 more bridges and a 338-million-dollar tunnel under some rich guy's house in Prospect KY. https://www.urbanophile.com/2012/01/11/indianas-bridge-deal-boondoggle-part-3-indots-mini-big-dig/
Louisville sadly is run like a small town sadly! 

Also another example Atlanta MARTA Light Rail that just got update link below
https://www.facebook.com/reel/562742359708901/?

Chicago has had Light Rail (above ground subway) since the late 1800's, and Louisville still does not sadly!!! 

HISTORY OF THE L
Beginning in the 1870s, as Chicago grew at an incredibly rapid pace, private companies laid rail tracks downtown and began introducing streetcars pulled by horses. In the 1880s, these horse-drawn trolleys were replaced by cable car services. But this form of transportation couldn’t handle a high volume of passengers and it added to street congestion.

On June 6, 1892, the first elevated—or “L”—train ran from 39th (now Pershing Road) and State streets to Congress Parkway and Wabash Avenue. By 1893, the Chicago and South Side Rapid Transit Railroad extended this line to Jackson Park, the site of the World’s Columbian Exposition of 1893. Today, this section of track is still part of the Green Line.

Multiple privately-operated train lines transported Chicagoans in the 1890s. However, these trains deposited people just outside the central business district—an area referred to as “the Loop” due to the cable cars that once created a loop around several blocks. A wealthy and controversial financier named Charles Tyson Yerkes soon changed all of this. Despite his sometimes illegal business practices, he had a lasting impact on Chicago by building elevated tracks above downtown streets to connect train lines together. Yerkes essentially created the Loop L we know today.

The first full circuit of the Loop was completed in 1897. Its steel structure was designed by bridge designer John Alexander Low Waddell. The iconic riveted steel-plate form resembles that of the Eiffel Tower (1889) and the original Ferris Wheel (1893).

All of Chicago’s trains were either elevated or at street grade until the 1940s. With funding from the Federal Works Agency—part of President Franklin D. Roosevelt’s New Deal—the State Street Subway, now part of the Red Line, opened in 1943. The Dearborn Street Subway, now part of the Blue Line, opened in 1951, following a construction delay during World War II. https://youtu.be/Sbq8uf25KWc?si=ssmwqb76ZzsmrSG5

Louisville DSA Get on the Bus fully Fund Tarc Public Transportation Meeting Tuesday night 2/4/25 campaign start!!! Get on the Bus 🙂Everyone can come to any Louisville DSA meetings! 
https://www.facebook.com/share/p/1ApmxUrVcu/?mibextid=wwXIfr
Also another example Atlanta MARTA Light Rail that just got update link below
https://www.facebook.com/reel/562742359708901/?

Some famous National DSA members are  Alexandria Ocasio-Cortez (AKA AOC) and Rashida Tlaib in the United States House of Representatives. Some well known Local DSA members are former state House Rep. Attica Scott and Louisville Metro Council members   Shameka Parrish-Wright and  J.P. Lyninger they both Louisville! Try a Louisville, KY Local of the Democratic Socialists of America meeting ANYONE is welcome establishment Democrats and Republicans work for Donors sometimes sadly.. 
Be awesome/cool  like Alexandria Ocasio-Cortez (AKA AOC) and Rashida Tlaib and try Democratic Socialists of America Louisville DSA!! https://www.dsalouisville.org/ 

Again some famous DSA members are  Alexandria Ocasio-Cortez (AKA AOC) and Rashida Tlaib in the United States House of Representatives.

The estimated cost to build the East End tunnels in Prospect, Kentucky was $338 million in 2014. The tunnels were part of the Kentucky approach to a new bridge. 
Explanation 
The tunnels were twin, two-lane tunnels that would carry traffic to and from the new bridge.
The tunnels were built under the Drumanard property, which is listed on the National Register of Historic Places.
The tunnels were part of the Ohio River Bridges Project, which cost $242.34 million in total.

The Background Story

Plans for an East End bridge date back to at least 1969. Part of the problem with building it has long been that the Kentucky approach to this bridge would pass through the town Prospect, arguably the Louisville area’s most affluent and influential suburb. (For readers in Central Indiana, think “Zionsville” or Southwest Clay Township in Carmel and you’ll have the picture). The wealthy and influential residents there were long able to stymie progress on the East End bridge. They also had an ally in Louisville major Jerry Abramson, who greatly feared a beltway connection that would allow traffic to bypass downtown Louisville. He promoted a new downtown bridge instead.

In the grand tradition of political compromise, Indiana and Kentucky agreed to build both bridges. This was in part possible because of a city-county merger in Louisville, which reduced the fear of downtown lobby because they would still control revenues from any East End growth the bridge might spawn. Hence was born the fiction of “two bridges, one project” even though there is no real transportation necessity to link the two and either one has independent utility.

But the Prospect residents were never going to give up. As part of their plan to kill the East End bridge, they managed to get the Dumanard Estate put onto the National Register of Historic Places to make it much more difficult to route a roadway through it. After the original listing that included the home and gardens, the listing was later expanded to include the entire 55-acre grounds.

If you are wondering how building two bridges got to be $4.1 billion in the first place, this is an example of how. To avoid impacting this single historic property, Kentucky agreed to build a $261 million tunnel underneath the estate. (LEO Weekly discussed this in an article called “The $260 Million Home.”)

The stunning thing about this tunnel is that the path of the road doesn’t actually affect any buildings, as this graphic from Broken Sidewalk illustrates:

If spending $260 million on this sounds ludicrous to you, then you are getting a sense of why Indiana shouldn’t be touching it with a ten foot pole.

A few readers were discussing Louisville’s old light rail proposal circa 2002 called Transportation Tomorrow (T2), so I decided to post the old renderings and route map in case anyone else needed a refresher.

From the project abstract at the U.S. DOT’s Context Sensitive Solutions site:

Travel and congestion in the South Central Corridor have dramatically increased due to population and employment growth within the Louisville Metropolitan Area (LMA). An important indicator of congestion has been growth in trips on I-65 that neither begin nor end in the LMA, but are “through trips” on the interstate system. The combined travel on I-65 for local, regional and through trips has resulted in slower and less predictable travel times and reduced mobility for many interlocking travel markets in the South Central Corridor. Accessibility to jobs, business establishments, and cultural, entertainment, institutional and public service destinations is deteriorating and is considered a primary limiting factor to social and economic development. Neighborhoods are affected by the diversion of some longer trips to the local street system. Existing bus transit operates in mixed traffic and experiences the same congestion as a private automobile. In most circumstances, the rising congestion penalizes the transit traveler more so than the automobile traveler when both in-vehicle and out-of-vehicle travel times are taken into consideration. Existing transit, therefore, does not, and cannot, effectively compete with the single occupant vehicle (SOV).

Mock-up of light rail in Shelby Park. (Courtesy TARC)
Mock-up of light rail in Shelby Park. (Courtesy TARC)
But what has happened to the T2 light rail proposal since then? From TARC’s FAQ page: What happened to Light Rail?

The Light Rail project began with a Major Investment Study in 1996. After initial studies and analysis, rapid transit was prioritized over other alternatives and the locally preferred South Central Corridor was selected. The project entered into the Federal New Starts Program, and it was approved as a project in Horizon 2030, the region’s long-range transportation plan. The project then moved into Preliminary Engineering after the FTA issued a ‘recommended’ rating and the draft environmental impact statement was completed. In 2004 – 2006, the FTA implied that the movement into Final Design was not possible without a secured local match and the Draft Environmental Statement was not released for public review. At this point, TARC withdrew the Transportation Tomorrow project from New Starts program due to the inability to secure local funding.",2025-02-07T14:18:32.000Z,0.0,18.0,0.0,0.0,True,0.9936,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/Tx0XxsXUal,2025-02-06T15:45:19.000Z,0.0,0.0,0.0,3.0,True,0.4877,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/WP95RxVybk,2025-02-06T15:45:19.000Z,0.0,0.0,0.0,21.0,True,0.4877,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/XXGjuSjASs,2025-02-06T13:15:15.000Z,0.0,0.0,0.0,16.0,True,0.4877,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/7CaKTZ0zAu,2025-02-06T13:15:15.000Z,0.0,0.0,0.0,3.0,True,0.4877,positive
Stacey Ma Dukes Hopkins,Nobody wants to drive MARTA buses in Atlanta; that's the problem right there.,2025-02-05T19:00:00.000Z,3.0,0.0,1.0,198.0,True,-0.4019,negative
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/7Y9eVF4okN,2025-02-05T15:45:18.000Z,0.0,0.0,0.0,7.0,True,0.4877,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/uDLp53Cllu,2025-02-05T15:45:18.000Z,0.0,0.0,0.0,21.0,True,0.4877,positive
Brooks Harris,"@DorLinder That’s Buford Highway most likely many of them live right around the area. Also, that’s a Marta bus. That’s the bus system for Atlanta Fulton County DeKalb County.",2025-02-04T16:56:00.000Z,0.0,0.0,0.0,26.0,True,0.0,neutral
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/oHqPtbBK0Q,2025-02-04T15:45:19.000Z,0.0,0.0,0.0,21.0,True,0.4877,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/cBqrh3nIWo,2025-02-04T15:45:19.000Z,0.0,0.0,0.0,9.0,True,0.4877,positive
DreDamane73,#atlanta #2018 #vacation #georgia #memory #marta #train #cnn #atlantic #station #tour #fultoncounty #gwinnettcounty #cococola #museum #jonesboro #the #bluff #goldencorral #south #dekalb #decatur ,2025-02-04T14:00:40.000Z,3.0,0.0,0.0,232.0,True,0.0,neutral
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/XzNJ7kqSL6,2025-02-04T13:15:16.000Z,0.0,0.0,0.0,27.0,True,0.4877,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/Zj4qRy5h9h,2025-02-04T13:15:16.000Z,1.0,0.0,0.0,9.0,True,0.4877,positive
Atlanta News First ,"MARTA police said a person was shot at the transit agency’s East Lake station on Monday.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2025-02-04T05:28:18.000Z,9.0,0.0,0.0,689.0,True,0.5849,positive
WSB-TV,Person shot at MARTA station in Atlanta https://t.co/zZrBJw34vD,2025-02-03T23:30:04.000Z,6.0,4.0,2.0,5345.0,True,0.0,neutral
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/L89oWgty9u,2025-02-03T15:15:22.000Z,0.0,0.0,0.0,15.0,True,0.4877,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/h5imOAkuq9,2025-02-03T15:15:22.000Z,1.0,0.0,0.0,43.0,True,0.4877,positive
The Fulton County Neighbor,CEO: MARTA is Preparing for Atlanta's Growth with Transit Upgrades https://t.co/IXtJNvsncy,2025-01-31T19:00:44.000Z,0.0,0.0,0.0,26.0,True,0.3818,positive
Atlanta News First ,"On Thursday, MARTA unveiled its new railcars set to take to the tracks in Atlanta later this year.",2025-01-31T16:15:33.000Z,3.0,0.0,0.0,249.0,True,0.0,neutral
The Atlanta Voice,"Discover the latest innovations and transformations underway at MARTA, transforming the future of transit in metro Atlanta. https://t.co/lJ1DfZ7fk5",2025-01-31T13:05:09.000Z,0.0,0.0,0.0,95.0,True,0.0,neutral
Rough Draft Atlanta,"Attendees at the annual State of MARTA event on Thursday, Jan. 30, got a sneak peek at the brand-new railcars joining the transit system’s fleet.

@martatransit General Manager and CEO Collie Greenwood provided a glimpse into the future of rail service in Atlanta with the unveiling of the first CQ400 train. With Greenwood onboard, the new railcars entered Lindbergh Station to music and fanfare.

“When I stepped onto that new train this morning, it felt like stepping into the future,” Greenwood said. “These new railcars are an inspiration to everyone at MARTA and to our customers who will get to experience a cleaner and safer ride – and hopefully one that shows them how transit can make their lives easier and their trip more enjoyable. The future of transit begins now at MARTA, and the State of MARTA is strong.”

🚇 Read more about MARTA’s future plans at the link in our bio.",2025-01-31T11:48:40.000Z,139.0,0.0,2.0,0.0,True,0.9524,positive
FOX 5 Atlanta,The Council for Quality Growth and the Metropolitan Atlanta Rapid Transit Authority (MARTA) hosted the 2025 State of MARTA event on Thursday.,2025-01-31T10:10:12.000Z,15.0,3.0,3.0,0.0,True,0.4404,positive
WABE,"Season Premiere! Mark and David kick off things off with a live show at the Alliance Theatre, inspired by the forthcoming production of ""Bust (https://www.alliancetheatre.org/production/2024-25/bust) ,"" opening on February 13. They speak with the creative team behind the play, including writer Zora Howard, director Lileana Blain-Cruz, and actor Cecil Blutcher. They also of course run down the latest uplifting news, including MARTA cars in the Atlantic, a pregnant 76-year old great grandmother, the new MJQ at Underground Atlanta, as well as catching up in sports in ""It's Sports"" and snowday traffic in ""Traffic with Curtis.""
 

To catch the next live show, join us at What's Good, Atlanta LIVE (https://www.dadsgarage.com/whats-good-atlanta)  at Dad's Garage on Tuesday, 2/11, featuring special guests and performances from comedians and poets.
 

Hit the links above, or find the latest at wabe.org/events (https://www.wabe.org/events) . See y'all there!
 

Got some good news or an ATL highlight to share? Hit the What's Good Atlanta tipline at podcasts@wabe.org (mailto:podcasts@wabe.org) .
 

Find David at @dueordie (https://www.instagram.com/dueordie/) 
 

Find Mark at @markkendallcomedy (https://www.instagram.com/markkendallcomedy/) 
 

And there's always more at wabe.org/whatsgoodatlanta (https://www.wabe.org/podcasts/whatsgoodatlanta) 
 

Stay good, and watch out for those potholes.


See omnystudio.com/listener (https://omnystudio.com/listener)  for privacy information.",2025-01-31T09:16:36.000Z,2.0,0.0,0.0,113.0,True,0.9878,positive
FOX 5 Atlanta,The Council for Quality Growth and the Metropolitan Atlanta Rapid Transit Authority (MARTA) hosted the 2025 State of MARTA event on Thursday. https://t.co/joKIKmm8DF,2025-01-31T05:10:11.000Z,2.0,0.0,0.0,913.0,True,0.4404,positive
WABE News,"MARTA gave a preview of a new CQ400 train model that will soon be servicing a growing population of metro Atlanta residents on Tuesday.
https://t.co/GzaOLhVNn4",2025-01-30T23:12:31.000Z,1.0,1.0,0.0,343.0,True,0.1779,positive
Neighbor Newspapers,MARTA is planning for a more connected and sustainable future as metro Atlanta braces for a population surge to 8 million by 2050.,2025-01-30T23:11:02.000Z,0.0,0.0,0.0,0.0,True,0.0,neutral
Your Next Best Friend,"RT @GAFollowers: MARTA has officially unveiled its new CQ400 railcars, part of a major effort to modernize Atlanta’s transit system. The up…",2025-01-30T21:12:31.000Z,0.0,240.0,0.0,0.0,True,0.0,neutral
fmr. GA State Rep. Farooq Mughal 🇺🇲,"RT @GAFollowers: MARTA has officially unveiled its new CQ400 railcars, part of a major effort to modernize Atlanta’s transit system. The up…",2025-01-30T19:24:34.000Z,0.0,239.0,0.0,0.0,True,0.0,neutral
Everything Georgia,"MARTA has officially unveiled its new CQ400 railcars, part of a major effort to modernize Atlanta’s transit system. The upgrades include high-tech train control, zero-emission buses, &amp; station improvements to enhance reliability, safety, &amp; speed.

📸- @hsrgood , @MARTAtransit https://t.co/llcZffbqBl",2025-01-30T18:34:20.000Z,1917.0,239.0,94.0,150882.0,True,0.6249,positive
Atlanta News First ,"MARTA leaders said they hope to have all the rail cars replaced by late 2025.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2025-01-30T17:52:57.000Z,28.0,0.0,0.0,702.0,True,0.7713,positive
SaportaReport,"In conversations with about a dozen Atlanta business and civic leaders, it has become obvious that the city is at a pivotal juncture when it comes to Downtown and transit. Downtown Atlanta  Atlanta City Council City of Atlanta Government BeltLine Rail Now Centennial Yards  Buckhead Coalition  MARTA",2025-01-30T17:22:12.000Z,7.0,0.0,0.0,0.0,True,0.0,neutral
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/LjUifAU5Nm,2025-01-30T13:15:17.000Z,0.0,0.0,0.0,9.0,True,0.4877,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/RNWWnH05s2,2025-01-30T13:15:17.000Z,0.0,0.0,0.0,30.0,True,0.4877,positive
AJC,"In New York City, a congestion pricing toll covers the Central Business District in Manhattan. Passenger and small commercial vehicles pay $9 once per day that they enter the zone in peak hours (5 a.m. to 9 p.m. on weekdays and 9 a.m. to 5 p.m. on weekends) and $2.25 in non-peak times. Motorcycles pay less and certain bigger trucks and buses pay more. Taxis get a discounted rate per trip.

So, would something like that work in Atlanta?

In a press release, MTA shared that the new pricing system made for 219,000 less vehicles in that congestion zone in the first week, compared to that week a year prior, meaning traffic volume was down 7.5%.

MTA has not yet been able to correlate higher ridership on buses and trains with the new tolls. For one, tens of thousands of people already use the system, which is far more reliable and dense than MARTA in Atlanta.

What do you think? More at the link in our bio. 🚗🚗🚗
✒️: Doug Turnbull | AJC
📸: Ben Hendren | AJC",2025-01-28T15:23:25.000Z,416.0,0.0,148.0,0.0,True,0.6817,positive
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/llcYHDupCU,2025-01-28T13:15:16.000Z,1.0,0.0,0.0,20.0,True,0.4877,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/3G1VAquGrt,2025-01-28T13:15:16.000Z,1.0,0.0,0.0,4.0,True,0.4877,positive
Atlanta News First ,"A whistleblower is calling for major changes at MARTA to protect bus drivers.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2025-01-28T04:24:13.000Z,62.0,0.0,0.0,922.0,True,0.7501,positive
The Fulton County Neighbor,MARTA Seeks Public Input on Bus Route Redesigns in Atlanta (copy) https://t.co/zdAL8WhSSz,2025-01-28T00:00:58.000Z,1.0,0.0,0.0,34.0,True,0.0,neutral
AJC,"Channing Baker, a fourth-generation contractor, is now a roofing subcontractor for the Centennial Yards project and was among the roughly 500 construction workers who celebrated the Dec. 18 topping out of Hotel Phoenix, the second building to reach its highest point within the 50-acre redevelopment.

The construction milestone allowed the workers to enjoy viewing the fruits of their labor — the latest high-rise joining Atlanta’s skyline.

The $5 billion redevelopment between Mercedes-Benz Stadium and MARTA’s Five Points station is among the most challenging construction projects in the Southeast and involves the collective work of thousands.

The hotel and its sister apartment tower, called the Mitchell, are expected to open in 2025, becoming the first new buildings erected from the Gulch with several others under construction.

Read more at the link in our bio.

🖋️ : Zachary Hansen | AJC
📷 : Miguel Martinez| AJC",2025-01-26T16:01:10.000Z,126.0,0.0,5.0,0.0,True,0.8357,positive
Atlanta News First ,"MARTA is working on some major changes and there’s a way for you to get involved.

SUBSCRIBE and turn on notifications so you don't miss any videos: https://bit.ly/3SS3Avs 

For more stories check out  https://www.atlantanewsfirst.com/ 

FOLLOW US for more! 
Like Atlanta News First on Facebook: https://bit.ly/3EcIseI 
Follow Atlanta News First on Twitter: https://bit.ly/3SQcVmV 
Follow Atlanta News First Instagram: https://bit.ly/3rdWMMg 
Follow Atlanta News First Tik Tok: https://bit.ly/3RC8U4p",2025-01-26T04:32:45.000Z,0.0,0.0,0.0,151.0,True,0.5849,positive
FOX 5 Atlanta,"A man was found fatally shot on Jan. 17 in a parking lot on Hollywood Road NW, according to Atlanta police. https://t.co/MDdSfb9cms",2025-01-25T14:30:11.000Z,4.0,0.0,0.0,1893.0,True,-0.6369,negative
Clayton County Government (Board of Commissioners),The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/McTfQB2Ouy,2025-01-25T13:15:16.000Z,0.0,0.0,0.0,29.0,True,0.4877,positive
Clayton County TV,The Metropolitan Atlanta Rapid Transit Authority (MARTA) is offering more than 30 opportunities for the public to participate in virtual and in-person meetings in 2025 as part of its unveiling of the draft NextGen Bus Network plan. #Claytonconnected https://t.co/Z1hFSLWohr,2025-01-25T13:15:16.000Z,0.0,0.0,0.0,10.0,True,0.4877,positive
The Fulton County Neighbor,MARTA Seeks Public Input on Bus Route Redesigns in Atlanta https://t.co/AY45qrI83a,2025-01-25T13:00:59.000Z,2.0,0.0,0.0,24.0,True,0.0,neutral
